main,code,title,description,exclusion_list,exclusion_description,exclusion_title,descriptor,level
A,01.11,"coltivazione di cereali (escluso il riso), legumi da granella e semi oleosi","Questa classe include tutte le forme di coltivazione di cereali, legumi da granella e semi oleosi in piena aria. Queste coltivazioni sono spesso combinate all'interno delle stesse unità agricole. Sono escluse le seguenti attività: - coltivazione di riso, cfr. 01.12 - coltivazione di ortaggi, cfr. 01.13 - coltivazione di granoturco dolce, cfr. 01.13 - coltivazione di piante e sementi per la preparazione di fibre tessili, cfr. 01.16 - produzione di sementi di piante da foraggio, cfr. 01.19 - coltivazione di tuberi da foraggio, cfr. 01.19 - coltivazione di mais da foraggio, cfr. 01.19 - coltivazione di frutti oleosi, cfr. 01.26","- coltivazione di riso, cfr. 01.12 - coltivazione di ortaggi, cfr. 01.13 - coltivazione di granoturco dolce, cfr. 01.13 - coltivazione di piante e sementi per la preparazione di fibre tessili, cfr. 01.16 - produzione di sementi di piante da foraggio, cfr. 01.19 - coltivazione di tuberi da foraggio, cfr. 01.19 - coltivazione di mais da foraggio, cfr. 01.19 - coltivazione di frutti oleosi, cfr. 01.26",,,"# coltivazione di cereali (escluso il riso), legumi da granella e semi oleosi

Questa classe include tutte le forme di coltivazione di cereali, legumi da granella e semi oleosi in piena aria. Queste coltivazioni sono spesso combinate all'interno delle stesse unità agricole. Sono escluse le seguenti attività: - coltivazione di riso, cfr. 01.12 - coltivazione di ortaggi, cfr. 01.13 - coltivazione di granoturco dolce, cfr. 01.13 - coltivazione di piante e sementi per la preparazione di fibre tessili, cfr. 01.16 - produzione di sementi di piante da foraggio, cfr. 01.19 - coltivazione di tuberi da foraggio, cfr. 01.19 - coltivazione di mais da foraggio, cfr. 01.19 - coltivazione di frutti oleosi, cfr. 01.26

Questa sezione ATECO non comprende le seguenti attività:

- coltivazione di riso, cfr. 01.12 - coltivazione di ortaggi, cfr. 01.13 - coltivazione di granoturco dolce, cfr. 01.13 - coltivazione di piante e sementi per la preparazione di fibre tessili, cfr. 01.16 - produzione di sementi di piante da foraggio, cfr. 01.19 - coltivazione di tuberi da foraggio, cfr. 01.19 - coltivazione di mais da foraggio, cfr. 01.19 - coltivazione di frutti oleosi, cfr. 01.26, 
",classe
A,01.12,coltivazione di riso,,,,,"# coltivazione di riso


",classe
A,01.13,"coltivazione di ortaggi e meloni, radici e tuberi","Sono escluse le seguenti attività: - coltivazione di mais, cfr. 01.11 - coltivazione di mais da foraggio, cfr. 01.19 - produzione di semi di barbabietola (esclusi quelli di barbabietola da zucchero), cfr. 01.19 - coltivazione di fragole, cfr. 01.25 - coltivazione di peperoncino, pepe e altre spezie e piante aromatiche, cfr. 01.28 - coltivazione di miceli, cfr. 01.30 - produzione di piantine di ortaggi per il trapianto, cfr. 01.30 - raccolta di funghi e tartufi selvatici, cfr. 02.30","- coltivazione di mais, cfr. 01.11 - coltivazione di mais da foraggio, cfr. 01.19 - produzione di semi di barbabietola (esclusi quelli di barbabietola da zucchero), cfr. 01.19 - coltivazione di fragole, cfr. 01.25 - coltivazione di peperoncino, pepe e altre spezie e piante aromatiche, cfr. 01.28 - coltivazione di miceli, cfr. 01.30 - produzione di piantine di ortaggi per il trapianto, cfr. 01.30 - raccolta di funghi e tartufi selvatici, cfr. 02.30",,,"# coltivazione di ortaggi e meloni, radici e tuberi

Sono escluse le seguenti attività: - coltivazione di mais, cfr. 01.11 - coltivazione di mais da foraggio, cfr. 01.19 - produzione di semi di barbabietola (esclusi quelli di barbabietola da zucchero), cfr. 01.19 - coltivazione di fragole, cfr. 01.25 - coltivazione di peperoncino, pepe e altre spezie e piante aromatiche, cfr. 01.28 - coltivazione di miceli, cfr. 01.30 - produzione di piantine di ortaggi per il trapianto, cfr. 01.30 - raccolta di funghi e tartufi selvatici, cfr. 02.30

Questa sezione ATECO non comprende le seguenti attività:

- coltivazione di mais, cfr. 01.11 - coltivazione di mais da foraggio, cfr. 01.19 - produzione di semi di barbabietola (esclusi quelli di barbabietola da zucchero), cfr. 01.19 - coltivazione di fragole, cfr. 01.25 - coltivazione di peperoncino, pepe e altre spezie e piante aromatiche, cfr. 01.28 - coltivazione di miceli, cfr. 01.30 - produzione di piantine di ortaggi per il trapianto, cfr. 01.30 - raccolta di funghi e tartufi selvatici, cfr. 02.30, 
",classe
A,01.14,coltivazione di canna da zucchero,"Sono escluse le seguenti attività: - coltivazione di barbabietola da zucchero, cfr. 01.13","- coltivazione di barbabietola da zucchero, cfr. 01.13",,,"# coltivazione di canna da zucchero

Sono escluse le seguenti attività: - coltivazione di barbabietola da zucchero, cfr. 01.13

Questa sezione ATECO non comprende le seguenti attività:

- coltivazione di barbabietola da zucchero, cfr. 01.13, 
",classe
A,01.15,coltivazione di tabacco,"Sono escluse le seguenti attività: - fabbricazione di prodotti a base di tabacco, cfr. 12.00","- fabbricazione di prodotti a base di tabacco, cfr. 12.00",,,"# coltivazione di tabacco

Sono escluse le seguenti attività: - fabbricazione di prodotti a base di tabacco, cfr. 12.00

Questa sezione ATECO non comprende le seguenti attività:

- fabbricazione di prodotti a base di tabacco, cfr. 12.00, 
",classe
A,01.16,coltivazione di piante tessili,,,,,"# coltivazione di piante tessili


",classe
A,01.19,floricoltura e coltivazione di altre colture non permanenti,"Sono escluse le seguenti attività: - coltivazione di mais, cfr. 01.11 - coltivazione di granoturco dolce, cfr. 01.13 - coltivazione di luppolo, cfr. 01.28 - coltivazione di spezie, piante aromatiche e medicamentose non permanenti, cfr. 01.28 - produzione di piante ornamentali e piantine per fiori, cfr. 01.30 - produzione di semi di barbabietola da zucchero, cfr. 01.13","- coltivazione di mais, cfr. 01.11 - coltivazione di granoturco dolce, cfr. 01.13 - coltivazione di luppolo, cfr. 01.28 - coltivazione di spezie, piante aromatiche e medicamentose non permanenti, cfr. 01.28 - produzione di piante ornamentali e piantine per fiori, cfr. 01.30 - produzione di semi di barbabietola da zucchero, cfr. 01.13",,,"# floricoltura e coltivazione di altre colture non permanenti

Sono escluse le seguenti attività: - coltivazione di mais, cfr. 01.11 - coltivazione di granoturco dolce, cfr. 01.13 - coltivazione di luppolo, cfr. 01.28 - coltivazione di spezie, piante aromatiche e medicamentose non permanenti, cfr. 01.28 - produzione di piante ornamentali e piantine per fiori, cfr. 01.30 - produzione di semi di barbabietola da zucchero, cfr. 01.13

Questa sezione ATECO non comprende le seguenti attività:

- coltivazione di mais, cfr. 01.11 - coltivazione di granoturco dolce, cfr. 01.13 - coltivazione di luppolo, cfr. 01.28 - coltivazione di spezie, piante aromatiche e medicamentose non permanenti, cfr. 01.28 - produzione di piante ornamentali e piantine per fiori, cfr. 01.30 - produzione di semi di barbabietola da zucchero, cfr. 01.13, 
",classe
A,01.21,coltivazione di uva,"Sono escluse le seguenti attività: - produzione di vino da uve prevalentemente non di produzione propria, cfr. 11.02","- produzione di vino da uve prevalentemente non di produzione propria, cfr. 11.02",,,"# coltivazione di uva

Sono escluse le seguenti attività: - produzione di vino da uve prevalentemente non di produzione propria, cfr. 11.02

Questa sezione ATECO non comprende le seguenti attività:

- produzione di vino da uve prevalentemente non di produzione propria, cfr. 11.02, 
",classe
A,01.22,coltivazione di frutta di origine tropicale e subtropicale,,,,,"# coltivazione di frutta di origine tropicale e subtropicale


",classe
A,01.23,coltivazione di agrumi,,,,,"# coltivazione di agrumi


",classe
A,01.24,coltivazione di pomacee e frutta a nocciolo,,,,,"# coltivazione di pomacee e frutta a nocciolo


",classe
A,01.25,"coltivazione di altri alberi da frutta, frutti di bosco e in guscio","Sono escluse le seguenti attività: - coltivazione di noci di cocco, cfr. 01.26 - raccolta di frutti di bosco e frutta in guscio commestibili selvatici, cfr. 02.30","- coltivazione di noci di cocco, cfr. 01.26 - raccolta di frutti di bosco e frutta in guscio commestibili selvatici, cfr. 02.30",,,"# coltivazione di altri alberi da frutta, frutti di bosco e in guscio

Sono escluse le seguenti attività: - coltivazione di noci di cocco, cfr. 01.26 - raccolta di frutti di bosco e frutta in guscio commestibili selvatici, cfr. 02.30

Questa sezione ATECO non comprende le seguenti attività:

- coltivazione di noci di cocco, cfr. 01.26 - raccolta di frutti di bosco e frutta in guscio commestibili selvatici, cfr. 02.30, 
",classe
A,01.26,coltivazione di frutti oleosi,"Sono escluse le seguenti attività: - coltivazione di semi di soia, arachidi e altre piante oleaginose, cfr. 01.11 - produzione di olio di pressione di olive prevalentemente non di produzione propria, cfr. 10.41","- coltivazione di semi di soia, arachidi e altre piante oleaginose, cfr. 01.11 - produzione di olio di pressione di olive prevalentemente non di produzione propria, cfr. 10.41",,,"# coltivazione di frutti oleosi

Sono escluse le seguenti attività: - coltivazione di semi di soia, arachidi e altre piante oleaginose, cfr. 01.11 - produzione di olio di pressione di olive prevalentemente non di produzione propria, cfr. 10.41

Questa sezione ATECO non comprende le seguenti attività:

- coltivazione di semi di soia, arachidi e altre piante oleaginose, cfr. 01.11 - produzione di olio di pressione di olive prevalentemente non di produzione propria, cfr. 10.41, 
",classe
A,01.27,coltivazione di piante per la produzione di bevande,,,,,"# coltivazione di piante per la produzione di bevande


",classe
A,01.28,"coltivazione di spezie, piante aromatiche e farmaceutiche",,,,,"# coltivazione di spezie, piante aromatiche e farmaceutiche


",classe
A,01.29,coltivazione di altre colture permanenti (inclusi alberi di natale),"Sono escluse le seguenti attività: - coltivazione di fiori, produzione di fiori recisi, produzione di sementi per fiori, cfr. 01.19 - raccolta di linfa o gomma nelle foreste, cfr. 02.30","- coltivazione di fiori, produzione di fiori recisi, produzione di sementi per fiori, cfr. 01.19 - raccolta di linfa o gomma nelle foreste, cfr. 02.30",,,"# coltivazione di altre colture permanenti (inclusi alberi di natale)

Sono escluse le seguenti attività: - coltivazione di fiori, produzione di fiori recisi, produzione di sementi per fiori, cfr. 01.19 - raccolta di linfa o gomma nelle foreste, cfr. 02.30

Questa sezione ATECO non comprende le seguenti attività:

- coltivazione di fiori, produzione di fiori recisi, produzione di sementi per fiori, cfr. 01.19 - raccolta di linfa o gomma nelle foreste, cfr. 02.30, 
",classe
A,01.30,riproduzione delle piante,"Questa classe include la produzione di materiale riproduttivo vegetale comprese talee, polloni e semenzali per la riproduzione diretta o porta innesti in cui inserire talee selezionate per un'eventuale coltivazione. Sono escluse le seguenti attività: - coltivazione di piante con il fine della produzione di sementi, cfr. 01.1, 01.2 - attività vivaistiche per la silvicoltura, cfr. 02.10","- coltivazione di piante con il fine della produzione di sementi, cfr. 01.1, 01.2 - attività vivaistiche per la silvicoltura, cfr. 02.10",,,"# riproduzione delle piante

Questa classe include la produzione di materiale riproduttivo vegetale comprese talee, polloni e semenzali per la riproduzione diretta o porta innesti in cui inserire talee selezionate per un'eventuale coltivazione. Sono escluse le seguenti attività: - coltivazione di piante con il fine della produzione di sementi, cfr. 01.1, 01.2 - attività vivaistiche per la silvicoltura, cfr. 02.10

Questa sezione ATECO non comprende le seguenti attività:

- coltivazione di piante con il fine della produzione di sementi, cfr. 01.1, 01.2 - attività vivaistiche per la silvicoltura, cfr. 02.10, 
",classe
A,01.41,allevamento di bovini da latte,"Sono escluse le seguenti attività: - presa in pensione e cura del bestiame per conto terzi, cfr. 01.62 - lavorazione del latte all'esterno dell'azienda, cfr. 10.51","- presa in pensione e cura del bestiame per conto terzi, cfr. 01.62 - lavorazione del latte all'esterno dell'azienda, cfr. 10.51",,,"# allevamento di bovini da latte

Sono escluse le seguenti attività: - presa in pensione e cura del bestiame per conto terzi, cfr. 01.62 - lavorazione del latte all'esterno dell'azienda, cfr. 10.51

Questa sezione ATECO non comprende le seguenti attività:

- presa in pensione e cura del bestiame per conto terzi, cfr. 01.62 - lavorazione del latte all'esterno dell'azienda, cfr. 10.51, 
",classe
A,01.42,allevamento di altri bovini e di bufalini,"Sono escluse le seguenti attività: - presa in pensione e cura del bestiame per conto terzi, cfr. 01.62","- presa in pensione e cura del bestiame per conto terzi, cfr. 01.62",,,"# allevamento di altri bovini e di bufalini

Sono escluse le seguenti attività: - presa in pensione e cura del bestiame per conto terzi, cfr. 01.62

Questa sezione ATECO non comprende le seguenti attività:

- presa in pensione e cura del bestiame per conto terzi, cfr. 01.62, 
",classe
A,01.43,allevamento di cavalli e altri equini,"Sono escluse le seguenti attività: - presa in pensione e cura del bestiame per conto terzi, cfr. 01.62 - gestione di scuderie di cavalli da corsa, cfr. 93.19 - corsi o scuole di equitazione, cfr. 85.51","- presa in pensione e cura del bestiame per conto terzi, cfr. 01.62 - gestione di scuderie di cavalli da corsa, cfr. 93.19 - corsi o scuole di equitazione, cfr. 85.51",,,"# allevamento di cavalli e altri equini

Sono escluse le seguenti attività: - presa in pensione e cura del bestiame per conto terzi, cfr. 01.62 - gestione di scuderie di cavalli da corsa, cfr. 93.19 - corsi o scuole di equitazione, cfr. 85.51

Questa sezione ATECO non comprende le seguenti attività:

- presa in pensione e cura del bestiame per conto terzi, cfr. 01.62 - gestione di scuderie di cavalli da corsa, cfr. 93.19 - corsi o scuole di equitazione, cfr. 85.51, 
",classe
A,01.44,allevamento di cammelli e camelidi,,,,,"# allevamento di cammelli e camelidi


",classe
A,01.45,allevamento di ovini e caprini,"Sono escluse le seguenti attività: - tosatura delle pecore per conto terzi, cfr. 01.62 - gestione e cura del bestiame per conto terzi, cfr. 01.62 - produzione di lana da slanatura, cfr. 10.11 - produzioni lattiero-casearie da latte prevalentemente non di produzione propria, cfr. 10.51","- tosatura delle pecore per conto terzi, cfr. 01.62 - gestione e cura del bestiame per conto terzi, cfr. 01.62 - produzione di lana da slanatura, cfr. 10.11 - produzioni lattiero-casearie da latte prevalentemente non di produzione propria, cfr. 10.51",,,"# allevamento di ovini e caprini

Sono escluse le seguenti attività: - tosatura delle pecore per conto terzi, cfr. 01.62 - gestione e cura del bestiame per conto terzi, cfr. 01.62 - produzione di lana da slanatura, cfr. 10.11 - produzioni lattiero-casearie da latte prevalentemente non di produzione propria, cfr. 10.51

Questa sezione ATECO non comprende le seguenti attività:

- tosatura delle pecore per conto terzi, cfr. 01.62 - gestione e cura del bestiame per conto terzi, cfr. 01.62 - produzione di lana da slanatura, cfr. 10.11 - produzioni lattiero-casearie da latte prevalentemente non di produzione propria, cfr. 10.51, 
",classe
A,01.46,allevamento di suini,,,,,"# allevamento di suini


",classe
A,01.47,allevamento di pollame,"Sono escluse le seguenti attività: - allevamento di struzzi, fagiani, pernici, quaglie, cfr. 01.49 - produzione di piume, cfr. 10.12","- allevamento di struzzi, fagiani, pernici, quaglie, cfr. 01.49 - produzione di piume, cfr. 10.12",,,"# allevamento di pollame

Sono escluse le seguenti attività: - allevamento di struzzi, fagiani, pernici, quaglie, cfr. 01.49 - produzione di piume, cfr. 10.12

Questa sezione ATECO non comprende le seguenti attività:

- allevamento di struzzi, fagiani, pernici, quaglie, cfr. 01.49 - produzione di piume, cfr. 10.12, 
",classe
A,01.49,allevamento di altri animali,"Sono escluse le seguenti attività: - allevamento e riproduzione di pollame, cfr. 01.47 - gestione e cura del bestiame per conto terzi, cfr. 01.62 - produzione di pellame grezzo derivante da caccia o cattura, cfr. 01.70 - attività di vivai di rane, coccodrilli, vermi marini, cfr. 03.21, 03.22 - attività di vivai di pesci, cfr. 03.21, 03.22 - produzione di pellame proveniente dai macelli, cfr. 10.11 - addestramento degli animali da compagnia, cfr. 96.09","- allevamento e riproduzione di pollame, cfr. 01.47 - gestione e cura del bestiame per conto terzi, cfr. 01.62 - produzione di pellame grezzo derivante da caccia o cattura, cfr. 01.70 - attività di vivai di rane, coccodrilli, vermi marini, cfr. 03.21, 03.22 - attività di vivai di pesci, cfr. 03.21, 03.22 - produzione di pellame proveniente dai macelli, cfr. 10.11 - addestramento degli animali da compagnia, cfr. 96.09",,,"# allevamento di altri animali

Sono escluse le seguenti attività: - allevamento e riproduzione di pollame, cfr. 01.47 - gestione e cura del bestiame per conto terzi, cfr. 01.62 - produzione di pellame grezzo derivante da caccia o cattura, cfr. 01.70 - attività di vivai di rane, coccodrilli, vermi marini, cfr. 03.21, 03.22 - attività di vivai di pesci, cfr. 03.21, 03.22 - produzione di pellame proveniente dai macelli, cfr. 10.11 - addestramento degli animali da compagnia, cfr. 96.09

Questa sezione ATECO non comprende le seguenti attività:

- allevamento e riproduzione di pollame, cfr. 01.47 - gestione e cura del bestiame per conto terzi, cfr. 01.62 - produzione di pellame grezzo derivante da caccia o cattura, cfr. 01.70 - attività di vivai di rane, coccodrilli, vermi marini, cfr. 03.21, 03.22 - attività di vivai di pesci, cfr. 03.21, 03.22 - produzione di pellame proveniente dai macelli, cfr. 10.11 - addestramento degli animali da compagnia, cfr. 96.09, 
",classe
A,01.50,coltivazioni agricole associate all'allevamento di animali: attività mista,"Sono escluse le seguenti attività: - coltivazione mista di raccolti, cfr. gruppi 01.1 e 01.2 - allevamento misto di animali, cfr. gruppo 01.4","- coltivazione mista di raccolti, cfr. gruppi 01.1 e 01.2 - allevamento misto di animali, cfr. gruppo 01.4",,,"# coltivazioni agricole associate all'allevamento di animali: attività mista

Sono escluse le seguenti attività: - coltivazione mista di raccolti, cfr. gruppi 01.1 e 01.2 - allevamento misto di animali, cfr. gruppo 01.4

Questa sezione ATECO non comprende le seguenti attività:

- coltivazione mista di raccolti, cfr. gruppi 01.1 e 01.2 - allevamento misto di animali, cfr. gruppo 01.4, 
",classe
A,01.61,attività di supporto alla produzione vegetale,"Sono escluse le seguenti attività: - attività che seguono la raccolta, cfr. 01.63 - drenaggio dei terreni agricoli, cfr. 43.12 - architettura ambientale, cfr. 71.11 - attività di agronomi e di esperti in economia agricola, cfr. 74.90 - noleggio di macchine e attrezzature per l'agricoltura senza operatore, cfr. 77.31 - preparazione di giardini e le coltivazioni per scopo paesaggistico, cfr. 81.30 - organizzazione di mostre e fiere agricole, cfr. 82.30","- attività che seguono la raccolta, cfr. 01.63 - drenaggio dei terreni agricoli, cfr. 43.12 - architettura ambientale, cfr. 71.11 - attività di agronomi e di esperti in economia agricola, cfr. 74.90 - noleggio di macchine e attrezzature per l'agricoltura senza operatore, cfr. 77.31 - preparazione di giardini e le coltivazioni per scopo paesaggistico, cfr. 81.30 - organizzazione di mostre e fiere agricole, cfr. 82.30",,,"# attività di supporto alla produzione vegetale

Sono escluse le seguenti attività: - attività che seguono la raccolta, cfr. 01.63 - drenaggio dei terreni agricoli, cfr. 43.12 - architettura ambientale, cfr. 71.11 - attività di agronomi e di esperti in economia agricola, cfr. 74.90 - noleggio di macchine e attrezzature per l'agricoltura senza operatore, cfr. 77.31 - preparazione di giardini e le coltivazioni per scopo paesaggistico, cfr. 81.30 - organizzazione di mostre e fiere agricole, cfr. 82.30

Questa sezione ATECO non comprende le seguenti attività:

- attività che seguono la raccolta, cfr. 01.63 - drenaggio dei terreni agricoli, cfr. 43.12 - architettura ambientale, cfr. 71.11 - attività di agronomi e di esperti in economia agricola, cfr. 74.90 - noleggio di macchine e attrezzature per l'agricoltura senza operatore, cfr. 77.31 - preparazione di giardini e le coltivazioni per scopo paesaggistico, cfr. 81.30 - organizzazione di mostre e fiere agricole, cfr. 82.30, 
",classe
A,01.62,attività di supporto alla produzione animale,"Sono escluse le seguenti attività: - fornitura di spazi destinati esclusivamente alla presa in pensione del bestiame, cfr. 68.20 - attività svolte dai veterinari, cfr. 75.00 - vaccinazione degli animali, cfr. 75.00 - affitto del bestiame (per esempio, greggi), cfr. 77.39 - presa in pensione di animali da compagnia, cfr. 96.09","- fornitura di spazi destinati esclusivamente alla presa in pensione del bestiame, cfr. 68.20 - attività svolte dai veterinari, cfr. 75.00 - vaccinazione degli animali, cfr. 75.00 - affitto del bestiame (per esempio, greggi), cfr. 77.39 - presa in pensione di animali da compagnia, cfr. 96.09",,,"# attività di supporto alla produzione animale

Sono escluse le seguenti attività: - fornitura di spazi destinati esclusivamente alla presa in pensione del bestiame, cfr. 68.20 - attività svolte dai veterinari, cfr. 75.00 - vaccinazione degli animali, cfr. 75.00 - affitto del bestiame (per esempio, greggi), cfr. 77.39 - presa in pensione di animali da compagnia, cfr. 96.09

Questa sezione ATECO non comprende le seguenti attività:

- fornitura di spazi destinati esclusivamente alla presa in pensione del bestiame, cfr. 68.20 - attività svolte dai veterinari, cfr. 75.00 - vaccinazione degli animali, cfr. 75.00 - affitto del bestiame (per esempio, greggi), cfr. 77.39 - presa in pensione di animali da compagnia, cfr. 96.09, 
",classe
A,01.63,attività successive alla raccolta,"Sono escluse le seguenti attività: - preparazione di prodotti agricoli da parte del produttore, cfr. la classe corrispondente nei gruppi 01.1, 01.2, 01.3 - attività successive al raccolto finalizzate al miglioramento delle qualità riproduttiva delle sementi, cfr. 01.64 - taglio e riessicazione del tabacco, cfr. 12.00 - attività di commercializzazione di associazioni di commercianti o cooperative, cfr. divisione 46 - vendita all'ingrosso di prodotti agricoli grezzi, cfr. 46.2","- preparazione di prodotti agricoli da parte del produttore, cfr. la classe corrispondente nei gruppi 01.1, 01.2, 01.3 - attività successive al raccolto finalizzate al miglioramento delle qualità riproduttiva delle sementi, cfr. 01.64 - taglio e riessicazione del tabacco, cfr. 12.00 - attività di commercializzazione di associazioni di commercianti o cooperative, cfr. divisione 46 - vendita all'ingrosso di prodotti agricoli grezzi, cfr. 46.2",,,"# attività successive alla raccolta

Sono escluse le seguenti attività: - preparazione di prodotti agricoli da parte del produttore, cfr. la classe corrispondente nei gruppi 01.1, 01.2, 01.3 - attività successive al raccolto finalizzate al miglioramento delle qualità riproduttiva delle sementi, cfr. 01.64 - taglio e riessicazione del tabacco, cfr. 12.00 - attività di commercializzazione di associazioni di commercianti o cooperative, cfr. divisione 46 - vendita all'ingrosso di prodotti agricoli grezzi, cfr. 46.2

Questa sezione ATECO non comprende le seguenti attività:

- preparazione di prodotti agricoli da parte del produttore, cfr. la classe corrispondente nei gruppi 01.1, 01.2, 01.3 - attività successive al raccolto finalizzate al miglioramento delle qualità riproduttiva delle sementi, cfr. 01.64 - taglio e riessicazione del tabacco, cfr. 12.00 - attività di commercializzazione di associazioni di commercianti o cooperative, cfr. divisione 46 - vendita all'ingrosso di prodotti agricoli grezzi, cfr. 46.2, 
",classe
A,01.64,lavorazione delle sementi per la semina,"Sono escluse le seguenti attività: - coltivazione di sementi, cfr. gruppi 01.1 e 01.2 - lavorazione di sementi mirata alla produzione di olio, cfr. 10.41 - ricerca mirata a sviluppare o modificare nuove forme di sementi, cfr. 72.11","- coltivazione di sementi, cfr. gruppi 01.1 e 01.2 - lavorazione di sementi mirata alla produzione di olio, cfr. 10.41 - ricerca mirata a sviluppare o modificare nuove forme di sementi, cfr. 72.11",,,"# lavorazione delle sementi per la semina

Sono escluse le seguenti attività: - coltivazione di sementi, cfr. gruppi 01.1 e 01.2 - lavorazione di sementi mirata alla produzione di olio, cfr. 10.41 - ricerca mirata a sviluppare o modificare nuove forme di sementi, cfr. 72.11

Questa sezione ATECO non comprende le seguenti attività:

- coltivazione di sementi, cfr. gruppi 01.1 e 01.2 - lavorazione di sementi mirata alla produzione di olio, cfr. 10.41 - ricerca mirata a sviluppare o modificare nuove forme di sementi, cfr. 72.11, 
",classe
A,01.70,"caccia, cattura di animali e servizi connessi","Sono escluse le seguenti attività: - produzione di pelli grezze per pellicceria, di pelli di rettili o uccelli provenienti da allevamenti, cfr. 01.49 - allevamento di selvaggina, cfr. 01.49 - cattura di balene, cfr. 03.11 - produzione di pellame proveniente dai macelli, cfr. 10.11 - caccia a scopo sportivo o ricreativo e i servizi connessi, cfr. 93.19 - attività di promozione della caccia e della cattura di animali, cfr. 94.99","- produzione di pelli grezze per pellicceria, di pelli di rettili o uccelli provenienti da allevamenti, cfr. 01.49 - allevamento di selvaggina, cfr. 01.49 - cattura di balene, cfr. 03.11 - produzione di pellame proveniente dai macelli, cfr. 10.11 - caccia a scopo sportivo o ricreativo e i servizi connessi, cfr. 93.19 - attività di promozione della caccia e della cattura di animali, cfr. 94.99",,,"# caccia, cattura di animali e servizi connessi

Sono escluse le seguenti attività: - produzione di pelli grezze per pellicceria, di pelli di rettili o uccelli provenienti da allevamenti, cfr. 01.49 - allevamento di selvaggina, cfr. 01.49 - cattura di balene, cfr. 03.11 - produzione di pellame proveniente dai macelli, cfr. 10.11 - caccia a scopo sportivo o ricreativo e i servizi connessi, cfr. 93.19 - attività di promozione della caccia e della cattura di animali, cfr. 94.99

Questa sezione ATECO non comprende le seguenti attività:

- produzione di pelli grezze per pellicceria, di pelli di rettili o uccelli provenienti da allevamenti, cfr. 01.49 - allevamento di selvaggina, cfr. 01.49 - cattura di balene, cfr. 03.11 - produzione di pellame proveniente dai macelli, cfr. 10.11 - caccia a scopo sportivo o ricreativo e i servizi connessi, cfr. 93.19 - attività di promozione della caccia e della cattura di animali, cfr. 94.99, 
",classe
A,02.10,silvicoltura ed altre attività forestali,"Nella classe sono incluse le attività che possono essere effettuate in foreste naturali o create dall'uomo. Sono escluse le seguenti attività: - coltivazione di alberi di Natale, cfr. 01.29 - gestione di vivai (esclusi quelli per la silvicoltura), cfr. 01.30 - raccolta di prodotti forestali selvatici non legnosi, cfr. 02.30 - produzione di ceppi e trucioli, cfr. 16.10","- coltivazione di alberi di Natale, cfr. 01.29 - gestione di vivai (esclusi quelli per la silvicoltura), cfr. 01.30 - raccolta di prodotti forestali selvatici non legnosi, cfr. 02.30 - produzione di ceppi e trucioli, cfr. 16.10",,,"# silvicoltura ed altre attività forestali

Nella classe sono incluse le attività che possono essere effettuate in foreste naturali o create dall'uomo. Sono escluse le seguenti attività: - coltivazione di alberi di Natale, cfr. 01.29 - gestione di vivai (esclusi quelli per la silvicoltura), cfr. 01.30 - raccolta di prodotti forestali selvatici non legnosi, cfr. 02.30 - produzione di ceppi e trucioli, cfr. 16.10

Questa sezione ATECO non comprende le seguenti attività:

- coltivazione di alberi di Natale, cfr. 01.29 - gestione di vivai (esclusi quelli per la silvicoltura), cfr. 01.30 - raccolta di prodotti forestali selvatici non legnosi, cfr. 02.30 - produzione di ceppi e trucioli, cfr. 16.10, 
",classe
A,02.20,utilizzo di aree forestali,"I prodotti finali di questa attività possono prendere la forma di ceppi o legna da ardere. Sono escluse le seguenti attività: - coltivazione di alberi di Natale, cfr. 01.29 - arboricoltura forestale: imboschimento, rimboschimento, trapianto, diradamento e conservazione delle foreste e delle aree boschive, cfr. 02.10 - raccolta di prodotti forestali selvatici non legnosi, cfr. 02.30 - produzione di ceppi e trucioli, cfr. 16.10 - produzione di carbone tramite distillazione del legno, cfr. 20.14","- coltivazione di alberi di Natale, cfr. 01.29 - arboricoltura forestale: imboschimento, rimboschimento, trapianto, diradamento e conservazione delle foreste e delle aree boschive, cfr. 02.10 - raccolta di prodotti forestali selvatici non legnosi, cfr. 02.30 - produzione di ceppi e trucioli, cfr. 16.10 - produzione di carbone tramite distillazione del legno, cfr. 20.14",,,"# utilizzo di aree forestali

I prodotti finali di questa attività possono prendere la forma di ceppi o legna da ardere. Sono escluse le seguenti attività: - coltivazione di alberi di Natale, cfr. 01.29 - arboricoltura forestale: imboschimento, rimboschimento, trapianto, diradamento e conservazione delle foreste e delle aree boschive, cfr. 02.10 - raccolta di prodotti forestali selvatici non legnosi, cfr. 02.30 - produzione di ceppi e trucioli, cfr. 16.10 - produzione di carbone tramite distillazione del legno, cfr. 20.14

Questa sezione ATECO non comprende le seguenti attività:

- coltivazione di alberi di Natale, cfr. 01.29 - arboricoltura forestale: imboschimento, rimboschimento, trapianto, diradamento e conservazione delle foreste e delle aree boschive, cfr. 02.10 - raccolta di prodotti forestali selvatici non legnosi, cfr. 02.30 - produzione di ceppi e trucioli, cfr. 16.10 - produzione di carbone tramite distillazione del legno, cfr. 20.14, 
",classe
