main,code,title,description,exclusion_list,exclusion_description,exclusion_title,descriptor,level
L,68.32,gestione di immobili per conto terzi,"Sono escluse le seguenti attività: - attività legali, cfr. 69.10 - attività di assistenza svolta attraverso servizi integrati di gestione agli edifici (combinazione di servizi come pulizie generali di interni, manutenzione ordinaria e piccole riparazioni, smaltimento di rifiuti, servizi di portineria e sorveglianza), cfr. 81.10 - condomini come datori di lavoro per personale domestico, cfr. 97.00","- attività legali, cfr. 69.10 - attività di assistenza svolta attraverso servizi integrati di gestione agli edifici (combinazione di servizi come pulizie generali di interni, manutenzione ordinaria e piccole riparazioni, smaltimento di rifiuti, servizi di portineria e sorveglianza), cfr. 81.10 - condomini come datori di lavoro per personale domestico, cfr. 97.00",,,"# gestione di immobili per conto terzi

Sono escluse le seguenti attività: - attività legali, cfr. 69.10 - attività di assistenza svolta attraverso servizi integrati di gestione agli edifici (combinazione di servizi come pulizie generali di interni, manutenzione ordinaria e piccole riparazioni, smaltimento di rifiuti, servizi di portineria e sorveglianza), cfr. 81.10 - condomini come datori di lavoro per personale domestico, cfr. 97.00

Questa sezione ATECO non comprende le seguenti attività:

- attività legali, cfr. 69.10 - attività di assistenza svolta attraverso servizi integrati di gestione agli edifici (combinazione di servizi come pulizie generali di interni, manutenzione ordinaria e piccole riparazioni, smaltimento di rifiuti, servizi di portineria e sorveglianza), cfr. 81.10 - condomini come datori di lavoro per personale domestico, cfr. 97.00, 
",classe
M,69.10,attività degli studi legali e notarili,"Sono escluse le seguenti attività: - attività giudiziarie, cfr. 84.23","- attività giudiziarie, cfr. 84.23",,,"# attività degli studi legali e notarili

Sono escluse le seguenti attività: - attività giudiziarie, cfr. 84.23

Questa sezione ATECO non comprende le seguenti attività:

- attività giudiziarie, cfr. 84.23, 
",classe
M,69.20,"contabilità, controllo e revisione contabile, consulenza in materia fiscale e del lavoro","Sono escluse le seguenti attività: - elaborazione elettronica di dati contabili, cfr. 63.11 - attività di consulenza prestata da attuari, cfr. 66.29 - attività di consulenza gestionale sui sistemi contabili e sulle procedure di controllo di bilancio, cfr. 70.22 - incasso di fatture, cfr. 82.91","- elaborazione elettronica di dati contabili, cfr. 63.11 - attività di consulenza prestata da attuari, cfr. 66.29 - attività di consulenza gestionale sui sistemi contabili e sulle procedure di controllo di bilancio, cfr. 70.22 - incasso di fatture, cfr. 82.91",,,"# contabilità, controllo e revisione contabile, consulenza in materia fiscale e del lavoro

Sono escluse le seguenti attività: - elaborazione elettronica di dati contabili, cfr. 63.11 - attività di consulenza prestata da attuari, cfr. 66.29 - attività di consulenza gestionale sui sistemi contabili e sulle procedure di controllo di bilancio, cfr. 70.22 - incasso di fatture, cfr. 82.91

Questa sezione ATECO non comprende le seguenti attività:

- elaborazione elettronica di dati contabili, cfr. 63.11 - attività di consulenza prestata da attuari, cfr. 66.29 - attività di consulenza gestionale sui sistemi contabili e sulle procedure di controllo di bilancio, cfr. 70.22 - incasso di fatture, cfr. 82.91, 
",classe
M,70.10,attività delle holding impegnate nelle attività gestionali (holding operative),"Sono escluse le seguenti attività: - attività delle holding, non impegnate in attività gestionali, cfr. 64.20","- attività delle holding, non impegnate in attività gestionali, cfr. 64.20",,,"# attività delle holding impegnate nelle attività gestionali (holding operative)

Sono escluse le seguenti attività: - attività delle holding, non impegnate in attività gestionali, cfr. 64.20

Questa sezione ATECO non comprende le seguenti attività:

- attività delle holding, non impegnate in attività gestionali, cfr. 64.20, 
",classe
M,70.21,pubbliche relazioni e comunicazione,"Sono escluse le seguenti attività: - attività delle agenzie pubblicitarie e delle concessionarie pubblicitarie, cfr. 73.11, 73.12 - ricerche di mercato e i sondaggi di opinione, cfr. 73.20","- attività delle agenzie pubblicitarie e delle concessionarie pubblicitarie, cfr. 73.11, 73.12 - ricerche di mercato e i sondaggi di opinione, cfr. 73.20",,,"# pubbliche relazioni e comunicazione

Sono escluse le seguenti attività: - attività delle agenzie pubblicitarie e delle concessionarie pubblicitarie, cfr. 73.11, 73.12 - ricerche di mercato e i sondaggi di opinione, cfr. 73.20

Questa sezione ATECO non comprende le seguenti attività:

- attività delle agenzie pubblicitarie e delle concessionarie pubblicitarie, cfr. 73.11, 73.12 - ricerche di mercato e i sondaggi di opinione, cfr. 73.20, 
",classe
M,70.22,consulenza imprenditoriale e altra consulenza amministrativo-gestionale,"Questa classe include la prestazione di servizi di consulenza, orientamento ed assistenza operativa ad imprese ed altre organizzazioni in materia gestionale e, in particolare, in materia di: pianificazione strategica ed organizzativa; reingegnerizzazione (re-engineering) dei processi aziendali; gestione del cambiamento (change management), contenimento dei costi aziendali ed altre analisi finanziarie; obiettivi e politiche di marketing; politiche, strategie e pratiche di gestione delle risorse umane; strategie di indennità e pensionamento; programmazione della produzione e pianificazione e controllo della gestione aziendale. Sono escluse le seguenti attività: - predisposizione di software per sistemi contabili, cfr. 62.01 - consulenza in materia di assicurazione e fondi pensione, cfr. 66.29 - consulenza e rappresentanza legale, cfr. 69.10 - contabilità e consulenza in materia fiscale, cfr. 69.20 - pubbliche relazioni e comunicazione, cfr. 70.21 - consulenza degli studi di architettura e di ingegneria, cfr. 71.11, 71.12 - attività delle agenzie pubblicitarie e delle concessionarie pubblicitarie, cfr. 73.11, 73.12 - ricerche di mercato e i sondaggi di opinione, cfr. 73.20 - consulenza in materia di ambiente, agronomia, sicurezza e altre attività simili, cfr. 74.90 - servizi di collocamento lavorativo o di ricerca del personale, cfr. 78.10 - servizi di vigilanza privata, cfr. 80.10 - consulenza in materia di istruzione, cfr. 85.60","- predisposizione di software per sistemi contabili, cfr. 62.01 - consulenza in materia di assicurazione e fondi pensione, cfr. 66.29 - consulenza e rappresentanza legale, cfr. 69.10 - contabilità e consulenza in materia fiscale, cfr. 69.20 - pubbliche relazioni e comunicazione, cfr. 70.21 - consulenza degli studi di architettura e di ingegneria, cfr. 71.11, 71.12 - attività delle agenzie pubblicitarie e delle concessionarie pubblicitarie, cfr. 73.11, 73.12 - ricerche di mercato e i sondaggi di opinione, cfr. 73.20 - consulenza in materia di ambiente, agronomia, sicurezza e altre attività simili, cfr. 74.90 - servizi di collocamento lavorativo o di ricerca del personale, cfr. 78.10 - servizi di vigilanza privata, cfr. 80.10 - consulenza in materia di istruzione, cfr. 85.60",,,"# consulenza imprenditoriale e altra consulenza amministrativo-gestionale

Questa classe include la prestazione di servizi di consulenza, orientamento ed assistenza operativa ad imprese ed altre organizzazioni in materia gestionale e, in particolare, in materia di: pianificazione strategica ed organizzativa; reingegnerizzazione (re-engineering) dei processi aziendali; gestione del cambiamento (change management), contenimento dei costi aziendali ed altre analisi finanziarie; obiettivi e politiche di marketing; politiche, strategie e pratiche di gestione delle risorse umane; strategie di indennità e pensionamento; programmazione della produzione e pianificazione e controllo della gestione aziendale. Sono escluse le seguenti attività: - predisposizione di software per sistemi contabili, cfr. 62.01 - consulenza in materia di assicurazione e fondi pensione, cfr. 66.29 - consulenza e rappresentanza legale, cfr. 69.10 - contabilità e consulenza in materia fiscale, cfr. 69.20 - pubbliche relazioni e comunicazione, cfr. 70.21 - consulenza degli studi di architettura e di ingegneria, cfr. 71.11, 71.12 - attività delle agenzie pubblicitarie e delle concessionarie pubblicitarie, cfr. 73.11, 73.12 - ricerche di mercato e i sondaggi di opinione, cfr. 73.20 - consulenza in materia di ambiente, agronomia, sicurezza e altre attività simili, cfr. 74.90 - servizi di collocamento lavorativo o di ricerca del personale, cfr. 78.10 - servizi di vigilanza privata, cfr. 80.10 - consulenza in materia di istruzione, cfr. 85.60

Questa sezione ATECO non comprende le seguenti attività:

- predisposizione di software per sistemi contabili, cfr. 62.01 - consulenza in materia di assicurazione e fondi pensione, cfr. 66.29 - consulenza e rappresentanza legale, cfr. 69.10 - contabilità e consulenza in materia fiscale, cfr. 69.20 - pubbliche relazioni e comunicazione, cfr. 70.21 - consulenza degli studi di architettura e di ingegneria, cfr. 71.11, 71.12 - attività delle agenzie pubblicitarie e delle concessionarie pubblicitarie, cfr. 73.11, 73.12 - ricerche di mercato e i sondaggi di opinione, cfr. 73.20 - consulenza in materia di ambiente, agronomia, sicurezza e altre attività simili, cfr. 74.90 - servizi di collocamento lavorativo o di ricerca del personale, cfr. 78.10 - servizi di vigilanza privata, cfr. 80.10 - consulenza in materia di istruzione, cfr. 85.60, 
",classe
M,71.11,attività degli studi di architettura,"Sono escluse le seguenti attività: - attività di consulenti informatici, cfr. 62.02, 62.09 - attività degli studi di ingegneria, cfr. 71.12 - arredamento di interni, cfr. 74.10","- attività di consulenti informatici, cfr. 62.02, 62.09 - attività degli studi di ingegneria, cfr. 71.12 - arredamento di interni, cfr. 74.10",,,"# attività degli studi di architettura

Sono escluse le seguenti attività: - attività di consulenti informatici, cfr. 62.02, 62.09 - attività degli studi di ingegneria, cfr. 71.12 - arredamento di interni, cfr. 74.10

Questa sezione ATECO non comprende le seguenti attività:

- attività di consulenti informatici, cfr. 62.02, 62.09 - attività degli studi di ingegneria, cfr. 71.12 - arredamento di interni, cfr. 74.10, 
",classe
M,71.12,attività degli studi d'ingegneria ed altri studi tecnici,"Sono escluse le seguenti attività: - trivellazioni di sondaggio connesse all'attività dell'industria estrattiva, cfr. 09.10, 09.90 - realizzazione o edizione di software specializzati, cfr. 58.29, 62.01 - attività di consulenti informatici, cfr. 62.02, 62.09 - collaudi tecnici, cfr. 71.20 - attività di ricerca e sviluppo connesse all'ingegneria, cfr. 72.19 - design industriale, cfr. 74.10 - fotografia aerea, cfr. 74.20 - attività riguardanti le previsioni meteorologiche, cfr. 74.90 - altre attività di consulenza tecnica, cfr. 74.90","- trivellazioni di sondaggio connesse all'attività dell'industria estrattiva, cfr. 09.10, 09.90 - realizzazione o edizione di software specializzati, cfr. 58.29, 62.01 - attività di consulenti informatici, cfr. 62.02, 62.09 - collaudi tecnici, cfr. 71.20 - attività di ricerca e sviluppo connesse all'ingegneria, cfr. 72.19 - design industriale, cfr. 74.10 - fotografia aerea, cfr. 74.20 - attività riguardanti le previsioni meteorologiche, cfr. 74.90 - altre attività di consulenza tecnica, cfr. 74.90",,,"# attività degli studi d'ingegneria ed altri studi tecnici

Sono escluse le seguenti attività: - trivellazioni di sondaggio connesse all'attività dell'industria estrattiva, cfr. 09.10, 09.90 - realizzazione o edizione di software specializzati, cfr. 58.29, 62.01 - attività di consulenti informatici, cfr. 62.02, 62.09 - collaudi tecnici, cfr. 71.20 - attività di ricerca e sviluppo connesse all'ingegneria, cfr. 72.19 - design industriale, cfr. 74.10 - fotografia aerea, cfr. 74.20 - attività riguardanti le previsioni meteorologiche, cfr. 74.90 - altre attività di consulenza tecnica, cfr. 74.90

Questa sezione ATECO non comprende le seguenti attività:

- trivellazioni di sondaggio connesse all'attività dell'industria estrattiva, cfr. 09.10, 09.90 - realizzazione o edizione di software specializzati, cfr. 58.29, 62.01 - attività di consulenti informatici, cfr. 62.02, 62.09 - collaudi tecnici, cfr. 71.20 - attività di ricerca e sviluppo connesse all'ingegneria, cfr. 72.19 - design industriale, cfr. 74.10 - fotografia aerea, cfr. 74.20 - attività riguardanti le previsioni meteorologiche, cfr. 74.90 - altre attività di consulenza tecnica, cfr. 74.90, 
",classe
M,71.20,collaudi ed analisi tecniche,"Sono escluse le seguenti attività: - esami di campioni animali, cfr. 75.00 - diagnostica per immagini, prove ed analisi di campioni medici e dentali, cfr. 86","- esami di campioni animali, cfr. 75.00 - diagnostica per immagini, prove ed analisi di campioni medici e dentali, cfr. 86",,,"# collaudi ed analisi tecniche

Sono escluse le seguenti attività: - esami di campioni animali, cfr. 75.00 - diagnostica per immagini, prove ed analisi di campioni medici e dentali, cfr. 86

Questa sezione ATECO non comprende le seguenti attività:

- esami di campioni animali, cfr. 75.00 - diagnostica per immagini, prove ed analisi di campioni medici e dentali, cfr. 86, 
",classe
M,72.11,ricerca e sviluppo sperimentale nel campo delle biotecnologie,,,,,"# ricerca e sviluppo sperimentale nel campo delle biotecnologie


",classe
M,72.19,altre attività di ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria,,,,,"# altre attività di ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria


",classe
M,72.20,ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche,"Sono escluse le seguenti attività: - ricerche di mercato, cfr. 73.20","- ricerche di mercato, cfr. 73.20",,,"# ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche

Sono escluse le seguenti attività: - ricerche di mercato, cfr. 73.20

Questa sezione ATECO non comprende le seguenti attività:

- ricerche di mercato, cfr. 73.20, 
",classe
M,73.11,agenzie pubblicitarie,"Questa classe include una vasta gamma di servizi pubblicitari (prodotti mediante risorse interne all'impresa o affidati in subappalto), tra cui consulenza, servizi creativi, produzione di materiale pubblicitario. Sono escluse le seguenti attività: - stampa di materiale pubblicitario, cfr. 18.12 - edizione di materiale pubblicitario, cfr. 58.19 - produzione di messaggi pubblicitari destinati ad essere diffusi via televisione o proiettati nelle sale cinematografiche, cfr. 59.11 - produzione di messaggi pubblicitari destinati ad essere diffusi via radio, cfr. 59.12 - intermediazione di servizi pubblicitari, cfr. 73.12 - ricerche di mercato, cfr. 73.20 - fotografia pubblicitaria, cfr. 74.20 - attività relative alla corrispondenza pubblicitaria, cfr. 82.19 - organizzazione di convegni e di fiere campionarie, cfr. 82.30","- stampa di materiale pubblicitario, cfr. 18.12 - edizione di materiale pubblicitario, cfr. 58.19 - produzione di messaggi pubblicitari destinati ad essere diffusi via televisione o proiettati nelle sale cinematografiche, cfr. 59.11 - produzione di messaggi pubblicitari destinati ad essere diffusi via radio, cfr. 59.12 - intermediazione di servizi pubblicitari, cfr. 73.12 - ricerche di mercato, cfr. 73.20 - fotografia pubblicitaria, cfr. 74.20 - attività relative alla corrispondenza pubblicitaria, cfr. 82.19 - organizzazione di convegni e di fiere campionarie, cfr. 82.30",,,"# agenzie pubblicitarie

Questa classe include una vasta gamma di servizi pubblicitari (prodotti mediante risorse interne all'impresa o affidati in subappalto), tra cui consulenza, servizi creativi, produzione di materiale pubblicitario. Sono escluse le seguenti attività: - stampa di materiale pubblicitario, cfr. 18.12 - edizione di materiale pubblicitario, cfr. 58.19 - produzione di messaggi pubblicitari destinati ad essere diffusi via televisione o proiettati nelle sale cinematografiche, cfr. 59.11 - produzione di messaggi pubblicitari destinati ad essere diffusi via radio, cfr. 59.12 - intermediazione di servizi pubblicitari, cfr. 73.12 - ricerche di mercato, cfr. 73.20 - fotografia pubblicitaria, cfr. 74.20 - attività relative alla corrispondenza pubblicitaria, cfr. 82.19 - organizzazione di convegni e di fiere campionarie, cfr. 82.30

Questa sezione ATECO non comprende le seguenti attività:

- stampa di materiale pubblicitario, cfr. 18.12 - edizione di materiale pubblicitario, cfr. 58.19 - produzione di messaggi pubblicitari destinati ad essere diffusi via televisione o proiettati nelle sale cinematografiche, cfr. 59.11 - produzione di messaggi pubblicitari destinati ad essere diffusi via radio, cfr. 59.12 - intermediazione di servizi pubblicitari, cfr. 73.12 - ricerche di mercato, cfr. 73.20 - fotografia pubblicitaria, cfr. 74.20 - attività relative alla corrispondenza pubblicitaria, cfr. 82.19 - organizzazione di convegni e di fiere campionarie, cfr. 82.30, 
",classe
M,73.12,attività delle concessionarie e degli altri intermediari di servizi pubblicitari,"Sono escluse le seguenti attività: - vendita diretta di tempi e spazi pubblicitari da parte degli stessi proprietari (editori eccetera), cfr. la classe di attività corrispondente - attività di pubbliche relazioni, cfr. 70.21","- vendita diretta di tempi e spazi pubblicitari da parte degli stessi proprietari (editori eccetera), cfr. la classe di attività corrispondente - attività di pubbliche relazioni, cfr. 70.21",,,"# attività delle concessionarie e degli altri intermediari di servizi pubblicitari

Sono escluse le seguenti attività: - vendita diretta di tempi e spazi pubblicitari da parte degli stessi proprietari (editori eccetera), cfr. la classe di attività corrispondente - attività di pubbliche relazioni, cfr. 70.21

Questa sezione ATECO non comprende le seguenti attività:

- vendita diretta di tempi e spazi pubblicitari da parte degli stessi proprietari (editori eccetera), cfr. la classe di attività corrispondente - attività di pubbliche relazioni, cfr. 70.21, 
",classe
M,73.20,ricerche di mercato e sondaggi di opinione,,,,,"# ricerche di mercato e sondaggi di opinione


",classe
M,74.10,attività di design specializzate,"Sono escluse le seguenti attività: - programmazione di pagine web, cfr. 62.01 - design architettonico, cfr. 71.11 - attività di progettazione ingegnerizzata basate sull'applicazione di leggi e principi di ingegneria alla progettazione di macchinari, materiali, apparecchiature e strumentazioni, strutture, processi e sistemi, cfr. 71.12","- programmazione di pagine web, cfr. 62.01 - design architettonico, cfr. 71.11 - attività di progettazione ingegnerizzata basate sull'applicazione di leggi e principi di ingegneria alla progettazione di macchinari, materiali, apparecchiature e strumentazioni, strutture, processi e sistemi, cfr. 71.12",,,"# attività di design specializzate

Sono escluse le seguenti attività: - programmazione di pagine web, cfr. 62.01 - design architettonico, cfr. 71.11 - attività di progettazione ingegnerizzata basate sull'applicazione di leggi e principi di ingegneria alla progettazione di macchinari, materiali, apparecchiature e strumentazioni, strutture, processi e sistemi, cfr. 71.12

Questa sezione ATECO non comprende le seguenti attività:

- programmazione di pagine web, cfr. 62.01 - design architettonico, cfr. 71.11 - attività di progettazione ingegnerizzata basate sull'applicazione di leggi e principi di ingegneria alla progettazione di macchinari, materiali, apparecchiature e strumentazioni, strutture, processi e sistemi, cfr. 71.12, 
",classe
M,74.20,attività fotografiche,"Sono escluse le seguenti attività: - vendita al dettaglio di materiali per ottica e fotografia, cfr. 47.78 - aerocinematografia, cfr. 59 - trattamento di pellicole per l'industria cinematografica e televisiva, cfr. 59.12 - attività concernenti la cartografia e i sistemi di informazione spaziale, cfr. 71.12 - aerofotogrammetria, cfr. 71.12 - gestione delle macchine/cabine per fototessere automatiche, cfr. 96.09","- vendita al dettaglio di materiali per ottica e fotografia, cfr. 47.78 - aerocinematografia, cfr. 59 - trattamento di pellicole per l'industria cinematografica e televisiva, cfr. 59.12 - attività concernenti la cartografia e i sistemi di informazione spaziale, cfr. 71.12 - aerofotogrammetria, cfr. 71.12 - gestione delle macchine/cabine per fototessere automatiche, cfr. 96.09",,,"# attività fotografiche

Sono escluse le seguenti attività: - vendita al dettaglio di materiali per ottica e fotografia, cfr. 47.78 - aerocinematografia, cfr. 59 - trattamento di pellicole per l'industria cinematografica e televisiva, cfr. 59.12 - attività concernenti la cartografia e i sistemi di informazione spaziale, cfr. 71.12 - aerofotogrammetria, cfr. 71.12 - gestione delle macchine/cabine per fototessere automatiche, cfr. 96.09

Questa sezione ATECO non comprende le seguenti attività:

- vendita al dettaglio di materiali per ottica e fotografia, cfr. 47.78 - aerocinematografia, cfr. 59 - trattamento di pellicole per l'industria cinematografica e televisiva, cfr. 59.12 - attività concernenti la cartografia e i sistemi di informazione spaziale, cfr. 71.12 - aerofotogrammetria, cfr. 71.12 - gestione delle macchine/cabine per fototessere automatiche, cfr. 96.09, 
",classe
M,74.30,traduzione e interpretariato,,,,,"# traduzione e interpretariato


",classe
M,74.90,"altre attività professionali, scientifiche e tecniche n.c.a.","Questa classe include diverse attività di servizi rivolte principalmente a clienti commerciali. Sono incluse attività per le quali sono richiesti elevati livelli di preparazione professionale, scientifica e tecnica. Da questa classe sono escluse le attività svolte da parte degli studi di architettura e di ingegneria, dei commercialisti, avvocati, notai eccetera, consulenza gestionale eccetera. Sono escluse le seguenti attività: - scavi archeologici, cfr. 43.12 - commercio all'ingrosso tramite asta di autoveicoli usati, cfr. 45.1 - attività di case d'asta (vendita al dettaglio), cfr. 47.79 - attività di aste on-line (vendita al dettaglio), cfr. 47.91 - attività di mediatori immobiliari, cfr. 68.31 - contabilità, cfr. 69.20 - attività di consulenza gestionale, cfr. 70.22 - attività degli studi di architettura e ingegneria, cfr. 71.1 - progettazione industriale e di macchine, cfr. 71.12, 74.10 - controlli ed analisi veterinarie svolte in relazione alla produzione alimentare, cfr. 71.20 - attività delle agenzie pubblicitarie, cfr. 73.11 - ideazione di stand ed altre strutture e spazi espositivi, cfr. 73.11 - servizi di vigilanza privata, cfr. 80.10 - organizzazione di fiere e congressi, cfr. 82.30 - agenzie di recupero crediti, cfr. 82.91 - attività dei banditori d'asta autonomi, cfr. 82.99 - gestione di programmi di fidelizzazione, cfr. 82.99 - imprese di gestione esattoriale, cfr. 82.99","- scavi archeologici, cfr. 43.12 - commercio all'ingrosso tramite asta di autoveicoli usati, cfr. 45.1 - attività di case d'asta (vendita al dettaglio), cfr. 47.79 - attività di aste on-line (vendita al dettaglio), cfr. 47.91 - attività di mediatori immobiliari, cfr. 68.31 - contabilità, cfr. 69.20 - attività di consulenza gestionale, cfr. 70.22 - attività degli studi di architettura e ingegneria, cfr. 71.1 - progettazione industriale e di macchine, cfr. 71.12, 74.10 - controlli ed analisi veterinarie svolte in relazione alla produzione alimentare, cfr. 71.20 - attività delle agenzie pubblicitarie, cfr. 73.11 - ideazione di stand ed altre strutture e spazi espositivi, cfr. 73.11 - servizi di vigilanza privata, cfr. 80.10 - organizzazione di fiere e congressi, cfr. 82.30 - agenzie di recupero crediti, cfr. 82.91 - attività dei banditori d'asta autonomi, cfr. 82.99 - gestione di programmi di fidelizzazione, cfr. 82.99 - imprese di gestione esattoriale, cfr. 82.99",,,"# altre attività professionali, scientifiche e tecniche n.c.a.

Questa classe include diverse attività di servizi rivolte principalmente a clienti commerciali. Sono incluse attività per le quali sono richiesti elevati livelli di preparazione professionale, scientifica e tecnica. Da questa classe sono escluse le attività svolte da parte degli studi di architettura e di ingegneria, dei commercialisti, avvocati, notai eccetera, consulenza gestionale eccetera. Sono escluse le seguenti attività: - scavi archeologici, cfr. 43.12 - commercio all'ingrosso tramite asta di autoveicoli usati, cfr. 45.1 - attività di case d'asta (vendita al dettaglio), cfr. 47.79 - attività di aste on-line (vendita al dettaglio), cfr. 47.91 - attività di mediatori immobiliari, cfr. 68.31 - contabilità, cfr. 69.20 - attività di consulenza gestionale, cfr. 70.22 - attività degli studi di architettura e ingegneria, cfr. 71.1 - progettazione industriale e di macchine, cfr. 71.12, 74.10 - controlli ed analisi veterinarie svolte in relazione alla produzione alimentare, cfr. 71.20 - attività delle agenzie pubblicitarie, cfr. 73.11 - ideazione di stand ed altre strutture e spazi espositivi, cfr. 73.11 - servizi di vigilanza privata, cfr. 80.10 - organizzazione di fiere e congressi, cfr. 82.30 - agenzie di recupero crediti, cfr. 82.91 - attività dei banditori d'asta autonomi, cfr. 82.99 - gestione di programmi di fidelizzazione, cfr. 82.99 - imprese di gestione esattoriale, cfr. 82.99

Questa sezione ATECO non comprende le seguenti attività:

- scavi archeologici, cfr. 43.12 - commercio all'ingrosso tramite asta di autoveicoli usati, cfr. 45.1 - attività di case d'asta (vendita al dettaglio), cfr. 47.79 - attività di aste on-line (vendita al dettaglio), cfr. 47.91 - attività di mediatori immobiliari, cfr. 68.31 - contabilità, cfr. 69.20 - attività di consulenza gestionale, cfr. 70.22 - attività degli studi di architettura e ingegneria, cfr. 71.1 - progettazione industriale e di macchine, cfr. 71.12, 74.10 - controlli ed analisi veterinarie svolte in relazione alla produzione alimentare, cfr. 71.20 - attività delle agenzie pubblicitarie, cfr. 73.11 - ideazione di stand ed altre strutture e spazi espositivi, cfr. 73.11 - servizi di vigilanza privata, cfr. 80.10 - organizzazione di fiere e congressi, cfr. 82.30 - agenzie di recupero crediti, cfr. 82.91 - attività dei banditori d'asta autonomi, cfr. 82.99 - gestione di programmi di fidelizzazione, cfr. 82.99 - imprese di gestione esattoriale, cfr. 82.99, 
",classe
M,75.00,servizi veterinari,"Sono escluse le seguenti attività: - attività di presa in pensione di bestiame senza cure veterinarie, cfr. 01.62 - tosatura delle pecore, cfr. 01.62 - servizi di ispezione e conduzione delle mandrie, ingresso al pascolo (soccida), cfr. 01.62 - attività relativa all'inseminazione artificiale, cfr. 01.62 - presa in pensione di animali da compagnia senza cure veterinarie, cfr. 96.09 - tolettatura degli animali da compagnia, cfr. 96.09","- attività di presa in pensione di bestiame senza cure veterinarie, cfr. 01.62 - tosatura delle pecore, cfr. 01.62 - servizi di ispezione e conduzione delle mandrie, ingresso al pascolo (soccida), cfr. 01.62 - attività relativa all'inseminazione artificiale, cfr. 01.62 - presa in pensione di animali da compagnia senza cure veterinarie, cfr. 96.09 - tolettatura degli animali da compagnia, cfr. 96.09",,,"# servizi veterinari

Sono escluse le seguenti attività: - attività di presa in pensione di bestiame senza cure veterinarie, cfr. 01.62 - tosatura delle pecore, cfr. 01.62 - servizi di ispezione e conduzione delle mandrie, ingresso al pascolo (soccida), cfr. 01.62 - attività relativa all'inseminazione artificiale, cfr. 01.62 - presa in pensione di animali da compagnia senza cure veterinarie, cfr. 96.09 - tolettatura degli animali da compagnia, cfr. 96.09

Questa sezione ATECO non comprende le seguenti attività:

- attività di presa in pensione di bestiame senza cure veterinarie, cfr. 01.62 - tosatura delle pecore, cfr. 01.62 - servizi di ispezione e conduzione delle mandrie, ingresso al pascolo (soccida), cfr. 01.62 - attività relativa all'inseminazione artificiale, cfr. 01.62 - presa in pensione di animali da compagnia senza cure veterinarie, cfr. 96.09 - tolettatura degli animali da compagnia, cfr. 96.09, 
",classe
N,77.11,noleggio di autovetture ed autoveicoli leggeri,"Sono escluse le seguenti attività: - noleggio o leasing di autovetture ed altri autoveicoli leggeri con autista, cfr. 49.32, 49.39","- noleggio o leasing di autovetture ed altri autoveicoli leggeri con autista, cfr. 49.32, 49.39",,,"# noleggio di autovetture ed autoveicoli leggeri

Sono escluse le seguenti attività: - noleggio o leasing di autovetture ed altri autoveicoli leggeri con autista, cfr. 49.32, 49.39

Questa sezione ATECO non comprende le seguenti attività:

- noleggio o leasing di autovetture ed altri autoveicoli leggeri con autista, cfr. 49.32, 49.39, 
",classe
N,77.12,noleggio di autocarri e di altri veicoli pesanti,"Sono escluse le seguenti attività: - noleggio o leasing di mezzi pesanti o autocarri con conducente, cfr. 49.41 - noleggio di motocicli, roulotte, camper eccetera, cfr. 77.39 - noleggio di veicoli ferroviari, cfr. 77.39","- noleggio o leasing di mezzi pesanti o autocarri con conducente, cfr. 49.41 - noleggio di motocicli, roulotte, camper eccetera, cfr. 77.39 - noleggio di veicoli ferroviari, cfr. 77.39",,,"# noleggio di autocarri e di altri veicoli pesanti

Sono escluse le seguenti attività: - noleggio o leasing di mezzi pesanti o autocarri con conducente, cfr. 49.41 - noleggio di motocicli, roulotte, camper eccetera, cfr. 77.39 - noleggio di veicoli ferroviari, cfr. 77.39

Questa sezione ATECO non comprende le seguenti attività:

- noleggio o leasing di mezzi pesanti o autocarri con conducente, cfr. 49.41 - noleggio di motocicli, roulotte, camper eccetera, cfr. 77.39 - noleggio di veicoli ferroviari, cfr. 77.39, 
",classe
